房型,入住时间,入住类型,评分,评论,评论时间
商务大床房,于2021年5月入住,商务出差,5,挺好的 价格合适，在青岛能住这样的酒店也不错了，附近吃的店铺挺多，有家煎饼果子的太好吃了，吃喝方便，不错,2021年5月19日发布
大床房A,于2022年6月入住,商务出差,5,卫生好，前台服务员小哥哥服务态度很好还给介绍周边游，周边吃饭方便的餐厅,2022年6月12日发布
商务大床房,于2022年12月入住,商务出差,3,便宜是便宜，难道便宜是因为没空调？,2022年12月15日 发布于山东
商务大床房,于2022年7月入住,商务出差,5,住着舒服，交通方便，过来出差去旁边办事，近方便前台服务很好,2022年10月14日 发布于山东
大床房A,于2022年12月入住,其他,5,干净，舒适，服务及时，温警如家！,2022年12月18日 发布于山东
双床房,于2022年8月入住,商务出差,5,去的时候是旅游旺季，房价比较高。房间不大，还算干净。,2022年8月17日 发布于山东
商务大床房,于2021年7月入住,其他,2.5,首先位置不好找，地势较高，从路上看不到广告牌最好跟商家电话联系；其次，停车需要收费！住了一晚收费四十；再次，450元的房间狭小，拥挤且不含早餐。晚上半夜楼下有吵架和飙车的......只能怪自己选的太仓促了。,2021年7月18日发布
家庭房,于2021年6月入住,家庭亲子,1.5,首先位置很不好找，开着导航围着转了三圈才找到，虽然标注有停车场，但是收费40元！！订了酒店最贵的家庭房，被子有污渍，房间还没有窗户，异味严重，楼高很低，住的很压抑很压抑，家庭房配de都是两个人的一次性用品，拜托那我预订双床不就好了？要什么家庭房…设备老化，不会再选择…,2021年6月17日发布
大床房A,于2021年7月入住,商务出差,1,旺季的如家，确实**，我一个如家会员，居然因为没从如家app上订房受到了巨大的鄙视，前台态度超级差；房间内更是：铺盖反潮严重，空调噪音超级大，晚上还得起床抓蚊子，真是太差了,2021年7月14日发布
商务大床房,于2022年7月入住,商务出差,5,房间不错，干净整洁舒适，服务很好👌👍,2022年9月14日 发布于山东
大床房A,于2022年6月入住,独自旅行,1,屋里全是烟味 还有口水味 卫生环境很差,2022年7月4日发布
大床房A,于2022年5月入住,商务出差,5,经济！满足基本条件，最主要距离办事地点近！,2022年5月27日发布
商务大床房,于2022年5月入住,独自旅行,5,服务周到，环境卫生都不错，值得信赖的好宾馆,2022年5月24日发布
商务大床房,于2021年4月入住,独自旅行,3.5,我一般都不评论的，但是这一家我要说一下。🙃 晚上九点半到店，前台没有人，保安大爷喊了好几声才把人喊出来，我都以为能自助登记了。 进房间有点冷，打开空调显示室内温度18度，暖风吹了一个小时，再看温度计，笑死，17度。 早上六点多隔壁工地提供免费叫早服务，保证叫醒。窗户隔音差就算了，隔壁刷抖音都能听得清清楚楚，就离谱。,2021年4月4日发布
大床房A,于2022年4月入住,商务出差,5,前台小姐姐非常热情，温柔，确实有如家的感受！👍🏻,2022年4月15日发布
商务大床房,于2022年2月入住,其他,5,很好的快捷酒店，酒店感觉很温馨，房间暖和，服务人员很热情,2022年2月24日发布
大床房A,于2021年5月入住,朋友出游,1,无早餐，我住过的那种所谓大床房B，房间很小，不能加床。不适合带孩子。位于青医附院东院的南面，但门头不明显，不好找。有停车场，但每小时停车费8元，40元封顶。,2021年5月22日发布
双床房,于2021年7月入住,朋友出游,4,停车八块一小时，40封顶，房间潮，设施陈旧床垫弹簧都断了都不换新，周围吃饭挺方便的，还有便利店，就是离海边近啊,2021年7月19日发布
家庭房,于2021年7月入住,其他,2,亲子房440一间，住过最差的酒店，设施陈旧，房间狭小，空间低矮，狭小的窗户，根本进不去阳光，房间能憋**！,2021年7月25日发布
双床房,于2022年7月入住,家庭亲子,5,有停车位就是价格在贵了停车,2022年7月16日发布
大床房A,于2020年12月入住,商务出差,5,环境不错，卫生很好,2021年4月28日发布
大床房A,于2021年7月入住,商务出差,5,酒店位置非常好，周边交通便利，距离海边也很近，走路十分钟就到了，早上起来去跑个步回来过个早非常舒心，。,2021年7月20日发布
商务大床房,于2021年1月入住,独自旅行,3,在医院周围这个定价真的可以说良心，但一进门隔音效果不怎么样，能听到外面救护车声音，墙有裂缝，空调开关面板总是发出呲呲的声音，所有的杯子都是一次性的，没有肥皂，热水壶看起来不敢用，但我说离医院真的很近，这个价位不好不坏吧。对了，网络特别慢,2021年1月15日发布
商务大床房,于2021年10月入住,商务出差,1,太垃圾了，房间里蚊子多的吓人，找服务员换房间还不给换，态度差的很,2021年10月29日发布
大床房A,于2021年12月入住,其他,2,很贵，早餐另交20，隔音特差，特别不好，像是一个小宾馆,2021年12月4日发布
商务大床房,于2022年9月入住,其他,5,干净舒适，值得推荐,2022年9月21日 发布于山东
双床房,于2021年6月入住,朋友出游,3.2,停车费一晚上40块，酒店不管停车，酒店房间甚至没有无线网，洗漱用品很一般，连剃须刀🪒都没有，性价比一般,2021年6月13日发布
大床房A,于2022年6月入住,独自旅行,3,住宿条件一般，房间较小。,2022年6月26日发布
单人房,于2021年10月入住,商务出差,4,停车一晚收费40元太贵啦！酒店应该提供部分车位免费服务。,2021年10月16日发布
大床房A,于2022年2月入住,其他,5,服务态度热情，房里干净卫生！,2022年3月4日发布
大床房A,于2022年5月入住,商务出差,4.7,房间不错😊挺好的推荐,2022年6月3日发布
家庭房,于2020年11月入住,其他,3,整体装修都感觉很老了，这个天气很冷，因为是中央空调不给开，要11月15日才能开。唯一就是离得青医附大很近，如果去医院很方便，再就是隔壁吃饭的地方很方便。,2020年11月10日发布
商务大床房,于2022年6月入住,其他,4.5,位置好，服务好。,2022年8月24日 发布于山东
商务大床房,于2022年2月入住,家庭亲子,4,屋美价廉环景安静舒适透气,2022年2月26日发布
大床房A,于2022年6月入住,其他,1,住过最差的如家了,2022年6月6日发布
家庭房,于2021年7月入住,朋友出游,3,位置不错，停车收费，24小时40元。内部设施一般,2021年7月25日发布
商务大床房,于2022年7月入住,朋友出游,5,经济舒适方便,2022年7月19日发布
大床房A,于2022年8月入住,独自旅行,1,设施脏乱差,2022年8月12日 发布于山东
大床房A,于2021年10月入住,朋友出游,4,整体还可以，就是感觉隔音效果欠佳,2021年10月8日发布
大床房A,于2021年12月入住,商务出差,4,交通比较方便，离医院近。,2022年2月21日发布
商务大床房,于2022年2月入住,朋友出游,5,服务很好，交通方便,2022年2月26日发布
单人房,于2020年11月入住,商务出差,4.7,酒店位置不错，前台服务很好，到的比较晚，订的房间没有了，直接免费升级了大床房，卫生也比较干净，挺好的～,2020年11月10日发布
商务大床房,于2022年1月入住,家庭亲子,5,交通便利，环境卫生,2022年1月19日发布
商务大床房,于2021年11月入住,商务出差,3.2,还行，地暖，房间稍小。,2021年11月19日发布
双床房,于2020年8月入住,家庭亲子,5,停车场是要收费的，我们住了一晚交了30块停车费。能带孩子，只要自己不觉的挤的话可以和孩子一张床。离石老人海水浴场很近。,2020年8月26日发布
商务大床房,于2020年12月入住,商务出差,5,还可以，来附近考试，正常经济连锁酒店，一个女生，担心安全问题没去附近的公寓。,2021年2月21日发布
大床房A,于2020年8月入住,商务出差,5,房间有点小，不过都还可以，也有停车场，方便停车，没有异味，住起来挺舒服的，而且酒店附近有吃饭的地方，挺近的,2020年9月2日发布
商务大床房,于2021年10月入住,其他,5,还可以吧就是为了方便,2021年11月5日发布
商务大床房,于2021年7月入住,商务出差,2.7,很一般都住宿，下次不会再住了,2021年7月19日发布
商务大床房,于2021年5月入住,朋友出游,4,帮朋友订的，据说是不太非常一般般,2021年7月16日发布
商务大床房,于2020年9月入住,商务出差,2.7,睡了一晚上，浑身痒，问了服务员，扔给我一句我们房间每天都消毒。。下次不会再住了,2020年9月26日发布
商务大床房,于2022年2月入住,朋友出游,4,一般一般啦,2022年3月26日发布
大床房A,于2022年2月入住,商务出差,5,前台服务好,2022年3月18日发布
大床房A,于2021年11月入住,其他,3.5,去医院特别方便,2021年11月22日发布
双床房,于2020年12月入住,家庭亲子,3.7,房间比较小，大部分没有窗户！离青医附院比较近！,2021年5月20日发布
大床房A,于2021年6月入住,情侣出游,4.2,马桶坏了冲不了水，有蚊子,2021年6月8日发布
家庭房,于2021年6月入住,其他,4,周边进出不便其他都还好,2021年9月27日发布
温馨大床房,于2022年9月入住,情侣出游,5,从前台到打扫阿姨都非常好 我要夸夸打扫阿姨．一直听说北方人爽快 这次来山东总算见识到了 我和老公去海边．衣服弄脏了．在酒店洗了一下 第二天老公把衣服晾在外面．正好阿姨过来打扫 老公问可以放在哪里晾吗．阿姨说可以．最好放五楼天台更安全．我们在四楼．又赶着出去玩．就懒得往上跑了[害羞] 晚上回来的时候老公直奔去收衣服．发现衣服不见了 老公楼是楼下的乱找 嘴里念到着完了．丢掉了[捂脸] 当我们进房间的时候发现衣服已经挂在房间了 瞬间好温暖[拥抱] 阿姨帮我们收掉了 ．谢谢阿姨[玫瑰] 类似这样的问题如果是魔都她会回答你． 阿拉伐管额呀．我伐晓得额呀．等等推卸的话 南北差异太大……,2022年9月17日 发布于山东
温馨大床房,于2022年10月入住,商务出差,5,酒店环境可以，干净 舒适型的，环境交通，都比较方便，楼下也有早餐店 也有烧烤店，还有一家饭店 也挺好吃的，没有噪音，,2022年10月24日 发布于山东
温馨大床房,于2022年11月入住,朋友出游,5,房间干净，性价比高位置好，下次来还住这里,2022年11月23日 发布于山东
温馨大床房,于2022年8月入住,朋友出游,5,酒店环境不错，房间也整洁干净，有免费的牙具，水，提供，每天回来后房间已经被收拾好了，服务挺到位，外卖没有筷子酒店食堂的筷子也可以用,2022年8月15日 发布于山东
亲子家庭房,于2022年8月入住,朋友出游,5,酒店环境很好，也很卫生，路边就有个小商店，离石老人海水浴场不远，离地铁站也不远，但是还是建议旅游的友友们尽量不要离经典太远，不然一天光坐车了🥀,2022年8月22日 发布于河北
精品双床房,于2022年7月入住,商务出差,3.2,被酒店的建筑图片吸引过来的，实则就是以前的如家，很老旧，里面设施陈旧，卫生也不怎么样，空调叶子板，纱窗都坏的，一次性杯子里还不干净，性价比不高,2022年7月26日 发布于浙江
温馨大床房,于2022年6月入住,商务出差,5,店服务热情周到，真的让我们很满意，住过这么多酒店，筑美算是服务排前列了，卫生也让人放心，来的早看见保洁阿姨卫生打扫的真仔细，比我们打扫自己家还认真，打扫完还消毒，特殊时期这一点让人很满意很放心，总之五星推荐的，今后也还会入住这里。,2022年7月18日发布
温馨大床房,于2022年7月入住,其他,5,位置还不错，靠近公交站和地铁，出行比较方便，房间也挺干净的，给个好评吧,2022年7月14日发布
亲子家庭房,于2022年7月入住,朋友出游,5,房间很干净，距离石老人海水浴场很近，去看海很方便，前台服务热情周到。很赞哦。,2022年7月7日发布
温馨大床房,于2022年8月入住,其他,5,很棒的一次入住体验，实惠又干净,2022年8月17日 发布于山东
温馨大床房,于2022年9月入住,家庭亲子,5,酒店整体不错，风格简洁大方，性价比较高，预订方便，位置不错，房间空间挺大的，二楼有洗衣房，洗衣机，烘干机都有，很方便，前台小哥哥小姐姐服务热情周到，看带着老人还给免费升级了房型。大大的赞👍👍👍 酒店有停车场以及早餐，很方便，附近就有核酸检测点，酒店贴心的在前台放置指路牌。房间的卫生很干净，每天客房大姐都有认真打扫。床垫软硬适中，睡的很舒服。,2022年9月17日 发布于山东
精品大床房,于2022年4月入住,商务出差,5,很好，卫生很好，服务很好，床很舒服，很热情，总之很不错,2022年7月24日 发布于山东
精品大床房,于2021年12月入住,独自旅行,4.2,酒店位置还可以，在一个石材市场里面，卫生整体较好，但是有一些细节问题，服务还不错，酒店临街，不论白天晚上有车经过就听到非常清楚，房间非常非常不隔音，睡了两晚，每次都是被吵醒的，要不就是晚上吵的睡不着，外面说话里面听的非常清楚，房间里的空调也非常响,2021年12月31日发布
温馨大床房,于2022年6月入住,朋友出游,1,很少给差评，但是这次一定要给。以后也不会再来。我们是晚上十二点左右到店的，虽然很晚了，但是没有要不遵守疫情防控规定的意思。可是前台的态度实在太恶劣了，我们只是来住店的，并不是什么要来*人放火的**吧，这个说话语气连对人最起码的尊重都没有了。不要求你说话有多么礼貌，但也不用那么轻蔑和傲慢吧，还无缘无故的言语讽刺客人？真的希望这家酒店加强管理，提升一下对员工的培训。,2022年6月4日发布
温馨大床房,于2022年7月入住,朋友出游,1.7,空调是坏的，不能调风向，不知道多久没清洁，睡完第二天就呼吸道不舒服，开始发炎，还去医院打点滴了，电梯也是坏的，造的什么孽，后面的旅游计划全泡汤了。,2022年8月1日 发布于山东
温馨大床房,于2021年11月入住,独自旅行,5,#位置繁华#位置还可以，距离地铁站还是比较近的，周边 也不吵，比较安静。 #性价比高#价格合理，也不贵，性价比高的。 #服务赞＃前台和阿姨都挺热情的，感觉比较友好。 #千净卫生#房间打扫比较干净，没发现脏东西,2021年11月5日发布
特惠大床房,于2021年10月入住,商务出差,5,来李沧区政府办事，看到周边有一家酒店，看过之后就果断预定了，酒店环境好，非常干净，性价比高，还带着早餐，真的很棒，交通也很方便，早餐简单，但是品质很好，粥非常好喝，比外面卖的强太多了，油条鸡蛋，小菜，出来办事，住酒店图的就是方便，之前住的酒店和这个差不多，还不带早餐，以后出差首选了，给前台小哥点个赞，结婚戒指落了都没发现，特意打电话过来，打了车给我送到高铁站，真的是十分感谢，很温暖，,2021年11月1日发布
精品大床房,于2022年3月入住,商务出差,5,酒店不错，经济实惠，疫情期间检查严格,2022年3月19日发布
温馨大床房,于2022年7月入住,家庭亲子,4,性价比很高，地理位置比较近3号线万年泉路站，去哪儿都比较方便。酒店的环境比较符合快捷酒店的要求，还是比较推荐的,2022年8月1日 发布于山东
温馨大床房,于2021年10月入住,情侣出游,4,国庆假期去青岛游玩，因为市区都比较贵，就选了这家酒店，离地铁站有点远，要走十几分钟才到，周边没啥商业，吃的不是很方便，周边是一个石材市场,2021年11月5日发布
特惠大床房,于2021年10月入住,独自旅行,5,这家酒店挺不错的。位置也好，去青岛北站也不用太久。前台方便一流，小姐姐人超好的。床也挺舒适的。五星好评！,2021年10月25日发布
温馨大床房,于2021年11月入住,朋友出游,5,环境优美，这个酒店的服务让我感到舒服温暖，卫生打扫的很干净，体验感极棒！！！,2021年11月10日发布
特惠大床房,于2021年10月入住,商务出差,5,入住酒店给人家的感觉，前台接待服务热情周到，房间干净卫生，酒店交通方便。,2021年10月17日发布
精品双床房,于2022年10月入住,商务出差,3.7,店内设施一般，卫生尚可，楼下是个石材城，所以购物美食等配套不行。,2022年10月13日 发布于山东
精品双床房,于2021年9月入住,商务出差,5,房间舒适、整洁、卫生也是很干净哦，性价比很高，前台服务态很好！下次还会继续选择！,2021年9月5日发布
温馨大床房,于2022年9月入住,商务出差,5,#房间干净# #价格划算# #房间很大# #位置很好# #服务热情# 这个价格跟其他平台比起来真的划算太多了，而且环境、卫生各方面都不输其他家，真的必来，前台服务态度也很好，房间睡起来也比较舒服，我朋友说很喜欢，下次还会来住的,2022年9月16日 发布于山东
精品大床房,于2021年11月入住,独自旅行,5,性价比最佳！ 到市里和崂山景区都蛮近，附近公交，打车也5公里内。 如果拿其他地段比的没意义了，在这边真的超棒。 有人说附近建材市场噪音的，我住了几天中午有点，其他没听到，且关着窗户开空调，毕竟风大，就更听不到了，很安静。,2021年11月30日发布
温馨大床房,于2021年11月入住,商务出差,5,可以免费停车,2021年11月4日发布
特惠双床房,于2021年10月入住,商务出差,5,舒适，服务态度都不错。性价比高。,2021年10月15日发布
温馨大床房,于2021年11月入住,家庭亲子,5,🚗 交通：很方便，在小区门口，距离地铁口比较近 🧹卫生：卫生打扫的挺干净的，大多数都是一次性用品 🍃环境：环境稍微有点嘈杂，窗户密封不严，睡觉轻的不建议 🔔服务：服务很好，没得说！,2021年11月21日发布
温馨大床房,于2022年9月入住,独自旅行,5,来青岛出差，听朋友介绍的筑美印象，性价比挺高的，交通也还行，挺方便离地铁不远，特别房间干净卫生，住着舒服，服务也挺好前台很热情，给介绍了下热门的景点，晚上可以去逛下，省了自己找的时间,2022年9月18日 发布于山东
温馨大床房,于2022年8月入住,其他,2,真的很差劲 屋里面连一个大的照明灯都有 前台服务态度差劲,2022年8月19日 发布于山东
温馨大床房,于2022年8月入住,朋友出游,4,整体还行比我想象的屋子要小卫生间挺干净的被子有一点瑕疵整体还行,2022年8月17日 发布于山东
特惠大床房,于2021年8月入住,商务出差,5,🔔服务：超赞 🧹卫生：没的说 🍃环境：还可以 🚗 交通：方便 入住这家筑美印象，体验很不错，卫生方面很干净，服务也是超级的周到，确实要给大家推荐,2021年8月30日发布
温馨大床房,于2021年11月入住,朋友出游,5,酒店的服务太到位了！服务员会给你端茶倒水，引导到房间，前台还会给你停车，门口停车场保安特别有礼貌，见你进来立马出来敬礼，出门保安微笑目送你离开👍,2021年12月1日发布
特惠大床房,于2021年9月入住,商务出差,5,老板人很nice。周边环境挺好的，有超市、面馆、烧烤摊啥的。干干净净也不嘈杂。洗衣房设备用着也很不错，本人太懒，还没赶上过早餐，听说二楼食堂味道不错，周边施工的人也专门过来吃饭。,2021年9月12日发布
温馨大床房,于2022年5月入住,商务出差,5,出差到青岛基本上就住这里，除了停车不太方便，其它还算可以，经济实惠。,2022年6月11日发布
精品大床房,于2021年12月入住,其他,1,房间设施陈旧 窗户漏风 空调不制热 暖气不开 下楼要求前台更换房间 前台满脸不情愿 毛巾浴巾太硬 吹风机凤风力小,2021年12月19日发布
特惠大床房,于2021年10月入住,独自旅行,5,独自来李沧区考试，在考点附近找的酒店，安全安静，挺好找的，前台小哥哥小姐姐也很好，临走还赠了一包纸巾，算是有在附近考试的朋友们的不错的选择,2021年10月30日发布
精品双床房,于2021年7月入住,家庭亲子,5,第一次去青岛住的筑美公寓，位置还可以，我们是自驾游，感觉性价比超高，酒店内部没有停车场，不过市场里面可以停车，我是把车停在路边了，周边可以吃早餐，晚上挺安静的，不过离八大关风景区有点距离，自驾游的朋友们可以放心选择。,2021年7月13日发布
温馨大床房,于2022年11月入住,独自旅行,5,前台小周人长得好看 服务还这么好为了她下次也得再来！为小周打call！怎么会有那么美丽好看的宝藏女孩子！🤩🤩,2022年11月21日 发布于广东
精品大床房,于2021年7月入住,家庭亲子,3,青岛定了个离高速口不远的酒店，下高速几分钟就到，自驾的话很方便，有免费停车场，位车位不算多，早到早停。酒店就是普通快捷酒店的样子，虽然在一圈石材店附近，但是晚上睡觉不吵。要求不高，总体还可以。,2021年7月19日发布
特惠双床房,于2021年10月入住,商务出差,5,交通非常方便新装修的非常干净非常推荐来入驻距离海尔集团很近打车起步价就到了。前台的服务非常好整个装修风格比较安静现在非常干净。,2021年10月14日发布
特惠大床房,于2021年9月入住,朋友出游,5,酒店硬件设施都非常不错，值得一提的是服务人员素质都很高，是一次非常满意的体验了，位置也很方便，经常入住，今天白班的前台接待态度非常热情。,2021年9月5日发布
温馨大床房,于2021年11月入住,其他,5,挺干净的，房间没有异味，就是房间靠道边有点吵，洗澡的淋雨建议该修修了，水流太小了，洗澡洗头有点费劲,2021年11月21日发布
特惠大床房,于2021年9月入住,商务出差,5,对于一个人在外出差，这里确实非常好，门口有几家小店吃饭很方便(豪华大餐除外)，房间也很干尽，店里的工作人员也比较亲切。,2021年9月13日发布
精品双床房,于2022年6月入住,商务出差,5,酒店干净，早餐虽然简单但很卫生，服务也不错,2022年6月10日发布
特惠大床房,于2021年10月入住,商务出差,5,位置挺好找的，晚上比较安静，室内卫生干净，学习方便，服务员态度很好，有耐心，很满意，下次还来这边住,2021年10月17日发布
精品双床房,于2022年7月入住,朋友出游,3,没办法停车，本来住两晚的退了一晚。,2022年7月19日发布
特惠大床房,于2021年9月入住,商务出差,3,酒店卫生条件不错，服务态度很好，位置也还行，就是房间噪音太大，没开空调没开换气扇，一整晚上有很大的嗡嗡嗡噪音。,2021年9月9日发布
尊享大床房,于2022年6月入住,独自旅行,2,不值这个价 环境一般。停车都没地方,2022年6月23日发布
温馨大床房,于2022年6月入住,情侣出游,2.7,前台女生语气不是太好！语气太冲了,2022年6月27日发布
特惠双床房,于2021年9月入住,商务出差,5,第一次住筑美酒店店感觉真好，价格实惠，房间卫生，服务员有礼貌，环境布置优雅。下次有机会再来！,2021年9月5日发布
温馨大床房,于2022年6月入住,其他,5,还是比较不错的，前台服务很不错,2022年6月25日发布
精品大床房,于2022年1月入住,商务出差,5,🚗 交通：方便 🧹卫生：干净 🍃环境：安静 🔔服务：好,2022年1月16日发布
温馨大床房,于2022年7月入住,独自旅行,5,真心推荐，价位低，住着也舒服,2022年7月6日发布
特惠双床房,于2021年9月入住,代人预订,5,【助眠零压房】店里空间不是很大，但布置很集中，灯光渲染也很有氛围，前台小姐姐很漂亮😄,2021年9月16日发布
精品大床房,于2022年4月入住,情侣出游,5,还不错的，价格也便宜，可以说是很实惠了,2022年4月6日发布
特惠大床房,于2021年10月入住,商务出差,3.7,来开教资了，睡的挺舒服的。但是屋里没有拖鞋，只有鞋垫是怎么回事呢？,2021年10月31日发布
精品大床房,于2022年2月入住,情侣出游,5,🧹卫生：很好 🚗 交通：一般 🍃环境：很好,2022年2月26日发布
尊享大床房,于2022年2月入住,其他,5,门口就可以停车，停车位也很多，非常nice,2022年3月13日发布
精品双床房,于2021年7月入住,其他,1.2,房间边上就是一个石材市场，非常吵睡不好，房间阴暗偏小，服务态度不好，停车场挤满了车，不建议去住。,2021年7月14日发布
特惠双床房,于2021年10月入住,朋友出游,5,非常好价格也很优惠床非常软非常舒服很满意服务态度非常好,2021年10月25日发布
精品双床房,于2022年6月入住,家庭亲子,5,服务态度非常好，很满意,2022年6月16日发布
特惠大床房,于2021年9月入住,商务出差,2.7,🚗 交通：方便 🧹卫生：有异味 🍃环境：房间卫生收拾不到位,2021年9月9日发布
特惠大床房,于2021年9月入住,商务出差,5,【助眠零压房】 🧹卫生： 🍃环境： 🔔服务： 🚗 交通：,2021年9月19日发布
精品双床房,于2021年11月入住,商务出差,5,前台服务很好，环境跟设施也很好，主要是好停车啊,2021年11月4日发布
温馨大床房,于2021年8月入住,商务出差,5,很不错 🚗 交通：交通便利 🧹卫生：很干净 【助眠零压房】,2021年9月8日发布
尊享大床房,于2020年12月入住,独自旅行,1.5,环境还好，冬天不开空调，说是有暖气，结果冻的一批，不抗冻的同志慎重，前台服务员半死不活，像是欠了它一百万，房间正常快捷酒店样式，就这样，祝君好运,2021年1月1日发布
精品双床房,于2022年7月入住,商务出差,5,价格便宜，干净整洁,2022年7月2日发布
精品大床房,于2022年1月入住,商务出差,5,就是床垫弹簧有点软，其他的非常棒。,2022年1月11日发布
特惠大床房,于2021年8月入住,商务出差,5,🚗 交通：方便 🧹卫生：干净 🍃环境：卫生 🔔服务：热情,2021年9月7日发布
温馨大床房,于2021年10月入住,代人预订,4.5,房间其实正常，浴室做的还不错，主要前台服务挺好的,2021年10月10日发布
精品双床房,于2022年8月入住,情侣出游,5,真的很好 很好,2022年8月30日 发布于山东
精品双床房,于2021年12月入住,家庭亲子,5,挺好的。就是停车场里面。车太多不好停车,2021年12月7日发布
精品双床房,于2022年2月入住,其他,5,性价比很高，设施该有的都有,2022年2月28日发布
精品双床房,于2022年6月入住,商务出差,5,房间整洁环境不错,2022年6月25日发布
温馨大床房,于2021年7月入住,其他,3,周围特别乱，一晚上挖掘机的破碎锤就没停过，而且空调还漏水,2021年7月23日发布
精品大床房,于2022年1月入住,其他,5,穿很软，价格实惠，房间没有异味,2022年1月5日发布
精品大床房,于2022年4月入住,商务出差,5,反正就是好好好好好好,2022年4月23日发布
温馨大床房,于2021年7月入住,其他,2,🍃环境：一般 🔔服务：一般 🧹卫生：差 🚗 交通：还行,2021年10月15日发布
特惠大床房,于2021年10月入住,商务出差,4.7,住了两天，整体感觉还不错，价格也很实惠,2021年10月19日发布
温馨大床房,于2021年7月入住,朋友出游,5,非常好，前台态度好，打扫卫生的阿姨也特别好，下次还回去的,2021年7月12日发布
温馨大床房,于2021年7月入住,情侣出游,5,酒店服务很周到，每天保洁阿姨都会主动更换备品，体验很不错,2021年7月21日发布
温馨大床房,于2022年7月入住,其他,3,总体来说一般吧,2022年9月2日 发布于山东
温馨大床房,于2021年8月入住,情侣出游,5,舒适，整洁，卫生，服务态度优。值得下次光顾。,2021年9月4日发布
尊享大床房,于2020年12月入住,其他,3.2,卫生条件不好，设施一般，环境凑活，不方便饮食购物，。那天晚上是去公务员考试，住着挺冷的，也没休息好，床垫太软,2021年3月10日发布
温馨大床房,于2021年11月入住,商务出差,5,🧹卫生：步步高 🍃环境：非常好,2021年11月21日发布
精品双床房,于2022年5月入住,其他,4,都很可以，还不错,2022年5月10日发布
精品双床房,于2020年11月入住,商务出差,5,早餐比较不错！可以自己做煎蛋，还有那个如家一碗面也不错！住着比较舒服方便，卫生打扫的很干净利落，比较满意的一次住宿！,2020年11月18日发布
轻奢智能大床房,于2022年11月入住,独自旅行,5,住宿在老师万象汇边上，走路100米，宜家对面，靠近公交站，核酸点，非常便利，物品齐全，干净整洁，隔音稍微差一点，可以戴耳塞，总体值得推荐！,2022年11月2日 发布于山东
轻奢智能大床房,于2022年9月入住,其他,5,设施：用的东西都挺齐全的，比较方便。还有语音助手。 环境：这边有一个商场在商场旁边，感觉还挺方便的，里面装修也挺新的，没有什么味道不错。有一点想吐槽一下就行，下去的电梯，要等好久，因为在29楼最高的楼层，然后下面很多人在做电梯可能一直等不到上来就比较方便，下次要等挺久。 服务：服务都还可以的，直接联系好会发房间号Wi-Fi密码等等还是挺方便的，比较人性化。 卫生：走进来房间也比较大看的整体效果比较干净，整洁。还是比较推荐的。,2022年9月12日 发布于山东
轻奢智能大床房,于2022年9月入住,情侣出游,5,这家酒店真的超级棒喔！位置在青铁华润城，对面就是宜家，楼下走两步就是万象汇！真的超级方便 ！想吃什么就能吃到什么！本饭桶狂喜！ 房间里面也很干净，都是刚开业的，沙发和床很新！前台小哥也很热情！纠结症选这家就没错！,2022年9月12日 发布于山东
轻奢智能大床房,于2022年10月入住,情侣出游,5,房间灯很有设计感，小度智能方便控制空调，晚上能看见夜景，也近万象汇，停车非常方便，直接上楼就行，前台小哥服务也很有耐心。,2022年10月21日 发布于山东
轻奢智能大床房,于2022年10月入住,情侣出游,5,"酒店位置超棒,万象汇旁,宜家对面,地铁口就在旁 边,装修风格特别有情调,超大观影电视。",2022年10月29日 发布于山东
轻奢智能大床房,于2022年10月入住,其他,5,环境很好，卫生非常干净，睡在床上有一种家的感觉，地理位置很好风景不错，非常推荐,2022年10月29日 发布于山东
轻奢智能影院房,于2022年12月入住,独自旅行,5,很舒服，公寓式的很方便,2022年12月18日 发布于山东
轻奢智能影院房,于2022年12月入住,商务出差,5,非常好，瑕疵要继续入住,2022年12月15日 发布于浙江
轻奢智能大床房,于2022年9月入住,其他,5,很不错的公寓，干净舒适，有大屏投影，设施齐全也很新，床也舒服，前台办理入住服务很好，空气清新，下次会再来的😺,2022年9月9日 发布于山东
轻奢智能影院房,于2022年9月入住,独自旅行,5,环境很不错，新开的！巨幕投影也很过瘾！前台小哥哥很有礼貌，服务也非常好……大大的赞,2022年9月26日 发布于山东
轻奢智能大床房,于2022年10月入住,朋友出游,5,可以可以 看电影巨爽,2022年10月25日 发布于山东
轻奢智能大床房,于2022年9月入住,独自旅行,5,服务态度好，地理位置好，住得舒服，够安静,2022年9月15日 发布于黑龙江
轻奢智能大床房,于2022年9月入住,商务出差,5,酒店非常不错，强力推荐👍,2022年9月21日 发布于山东
轻奢智能影院房,于2022年9月入住,情侣出游,5,干净又卫生 经济又实惠,2022年9月13日 发布于山东
轻奢智能影院房,于2022年10月入住,其他,5,卫生干净，服务热情周到，交通便利，出门几分 钟就是地铁站，最方便就是紧挨着万象汇、宜家，吃喝逛街出门就是，核酸检测点也很近，夜景也很漂亮，看到整个崂山区，出游首选,2022年10月7日 发布于山东
轻奢智能影院房,于2022年11月入住,商务出差,4,怎么讲，还行吧，符合预期，值得这个价格，附近万象汇商场挺不错，挺适合逛街吃饭玩什么的，停车稍微有点远，冬天有点,2022年12月8日 发布于山东
